Choosen;title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;nix;nix;nix;nix;;;;
;MoVES Newsletter;E Truyen, S Van Baelen, W Joosen - 2011 - pdfs.semanticscholar.org;2011;https://pdfs.semanticscholar.org/d64a/1f28087f37b742654f6ef73b898a99498a6c.pdf;https://pdfs.semanticscholar.org/d64a/1f28087f37b742654f6ef73b898a99498a6c.pdf;context-dependent+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
;Knowledge sharing in inter-unit cooperative episodes: The impact of organizational structure dimensions;A Willem, M Buelens - International Journal of Information Management, 2009 - Elsevier;2009;https://www.sciencedirect.com/science/article/pii/S0268401208001102;https://wikis.uit.tufts.edu/confluence/download/attachments/54161086/Knowledge%20sharing%20in%20inter-unit%20cooperative%20episodes.pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;202;No DOI available;;;;;;;;
;Knowledge management and innovativeness: The role of organizational climate and structure;CJ Chen, JW Huang, YC Hsiao - International Journal of …, 2010 - emeraldinsight.com;2010;https://www.emeraldinsight.com/doi/pdf/10.1108/01437721011088548;http://scholar.google.de/scholar?output=instlink&nossl=1&q=info:nvz_vgy5VfEJ:scholar.google.com/&hl=de&as_sdt=0,5&scillfp=6851118607493534925&oi=lle;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;241;No DOI available;;;;;;;;
;Context-dependent hierarchies in pigeons;M Nagy, G Vásárhelyi, B Pettit… - Proceedings of the …, 2013 - National Acad Sciences;2013;https://www.pnas.org/content/110/32/13049.short;https://www.pnas.org/content/pnas/110/32/13049.full.pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;88;No DOI available;;;;;;;;
;Enhancing web service composition by means of diagnosis;L Ardissono, S Bocconi, L Console, R Furnari… - … Conference on Business …, 2008 - Springer;2008;https://link.springer.com/chapter/10.1007/978-3-642-00328-8_47;http://www.di.unito.it/~liliana/EC/qsws08-per-www.pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;14;No DOI available;;;;;;;;
;The relationship between organizational characteristics and the structure of the information services function;MH Olson, NL Chervany - Mis Quarterly, 1980 - JSTOR;1980;https://www.jstor.org/stable/249337;https://www.jstor.org/stable/pdf/249337.pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;241;No DOI available;;;;;;;;
;Team self-management  organizational structure  and judgments of team effectiveness;J Tata, S Prasad - Journal of Managerial Issues, 2004 - JSTOR;2004;https://www.jstor.org/stable/40604457;No PDF available;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;228;No DOI available;;;;;;;;
;Behaviour-based modelling of hexapod locomotion: linking biology and technical application;V Dürr, J Schmitz, H Cruse - Arthropod structure & development, 2004 - Elsevier;2004;https://www.sciencedirect.com/science/article/pii/S1467803904000301;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.72.9312&rep=rep1&type=pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;175;No DOI available;;;;;;;;
;An institutional explanation of party system congruence: Evidence from six federations;L Thorlakson - European Journal of Political Research, 2007 - Wiley Online Library;2007;https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1475-6765.2006.00647.x;https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1475-6765.2006.00647.x;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;105;No DOI available;;;;;;;;
;Performance implications of the direct and moderating effects of centralization and formalization on customer orientation;S Auh, B Menguc - Industrial marketing management, 2007 - Elsevier;2007;https://www.sciencedirect.com/science/article/pii/S0019850106001295;http://scholar.google.de/scholar?output=instlink&nossl=1&q=info:aA5oLBWODDcJ:scholar.google.com/&hl=de&as_sdt=0,5&scillfp=15878588979831031592&oi=lle;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;125;No DOI available;;;;;;;;
;Agent-oriented software engineering;NR Jennings - European Workshop on Modelling Autonomous Agents …, 1999 - Springer;1999;https://link.springer.com/chapter/10.1007/3-540-48437-X_1;https://eprints.soton.ac.uk/252182/1/cairo.pdf.gz;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;668;No DOI available;;;;;;;;
;Decentralized and flexible workflow enactment based on task coordination agents;G Joeris - 2nd Int'l. Bi-Conference Workshop on Agent-Oriented …, 2000 - books.google.com;2000;https://books.google.de/books?hl=de&lr=&id=ByU0wmVlYq4C&oi=fnd&pg=PA41&dq=context-dependent+AND+decentralized+composition+AND+behaviour&ots=_sqwdswLM6&sig=0cfnOnSFB448VDisjn2Tr0Mz150;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.32.5341&rep=rep1&type=pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;49;No DOI available;;;;;;;;
;Context-based orchestration for control of resource-efficient manufacturing processes;M Loskyll, I Heck, J Schlick, M Schwarz - Future Internet, 2012 - mdpi.com;2012;https://www.mdpi.com/1999-5903/4/3/737;https://www.mdpi.com/1999-5903/4/3/737/pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;46;No DOI available;;;;;;;;
;A qualitative model for the simulation of traffic behaviours in a multi-lane environment;C Claramunt, B Jiang - Journal of Geographical Sciences, 2001 - Springer;2001;https://link.springer.com/article/10.1007/BF02837442;https://link.springer.com/content/pdf/10.1007/BF02837442.pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;14;No DOI available;;;;;;;;
;Vegas--A Secure and Privacy-Preserving Peer-to-Peer Online Social Network;M Dürr, M Maier, F Dorfmeister - 2012 International Conference …, 2012 - ieeexplore.ieee.org;2012;https://ieeexplore.ieee.org/abstract/document/6406338/;No PDF available;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;38;No DOI available;;;;;;;;
;Development as a dynamic system;LB Smith, E Thelen - Trends in cognitive sciences, 2003 - Elsevier;2003;https://www.sciencedirect.com/science/article/pii/S1364661303001566;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.343.5101&rep=rep1&type=pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;860;No DOI available;;;;;;;;
;Corruption and decentralized public governance;A Shah - 2006 - elibrary.worldbank.org;2006;https://elibrary.worldbank.org/doi/abs/10.1596/1813-9450-3824;https://openknowledge.worldbank.org/bitstream/handle/10986/8805/wps3824.pdf?sequence=1;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;211;No DOI available;;;;;;;;
;Decentralization corruption and government accountability;P Bardhan, D Mookherjee - International handbook on the …, 2006 - books.google.com;2006;https://books.google.de/books?hl=de&lr=&id=P60nmWlJWEoC&oi=fnd&pg=PA161&dq=context-dependent+AND+decentralized+composition+AND+behaviour&ots=ja9etK0XBb&sig=DR9nhB-zc92qwWoSwxwa_6w1iUw;http://www.untag-smd.ac.id/files/Perpustakaan_Digital_1/CORRUPTION%20International%20handbook%20on%20the%20economics%20of%20corruption.pdf#page=200;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;303;No DOI available;;;;;;;;
;Behavioural syndromes and social insects: personality at multiple levels;JM Jandt, S Bengston, N Pinter‐Wollman… - Biological …, 2014 - Wiley Online Library;2014;https://onlinelibrary.wiley.com/doi/abs/10.1111/brv.12042;https://onlinelibrary.wiley.com/doi/pdf/10.1111/brv.12042;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;187;No DOI available;;;;;;;;
;Context dependent management of field diffusion: an experimental framework.;F De Paoli, G Vizzari - WOA, 2003 - lia.deis.unibo.it;2003;http://www.lia.deis.unibo.it/books/woa2003/pdf/19.pdf;http://www.lia.deis.unibo.it/books/woa2003/pdf/19.pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;20;No DOI available;;;;;;;;
;G/sup en/oM: a tool for the specification and the implementation of operating modules in a distributed robot architecture;S Fleury, M Herrb, R Chatila - Proceedings of the 1997 IEEE …, 1997 - ieeexplore.ieee.org;1997;https://ieeexplore.ieee.org/abstract/document/655108/;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.56.6368&rep=rep1&type=pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;266;No DOI available;;;;;;;;
;A characterisation of logistics networks for product recovery;M Fleischmann, HR Krikke, R Dekker, SDP Flapper - Omega, 2000 - Elsevier;2000;https://www.sciencedirect.com/science/article/pii/S0305048300000220;http://elogistics.lhu.edu.tw/may/course/92_1/logistics/midterm/%E4%B8%89%E5%BF%A0/01.PDF;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;1107;No DOI available;;;;;;;;
;Neural network-based reputation model in a distributed system;W Song, VV Phoha - … on e-Commerce Technology, 2004. CEC …, 2004 - ieeexplore.ieee.org;2004;https://ieeexplore.ieee.org/abstract/document/1319751/;https://ieeexplore.ieee.org/iel5/9218/29236/01319751.pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;41;No DOI available;;;;;;;;
;Organizational learning and institutional embeddedness;G Dosi, F Malerba - Organization and Strategy in the Evolution of the …, 1996 - Springer;1996;https://link.springer.com/chapter/10.1007/978-1-349-13389-5_1;No PDF available;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;104;No DOI available;;;;;;;;
;Building a conceptual approach to collective learning: Lessons for public policy scholars;T Heikkila, AK Gerlak - Policy Studies Journal, 2013 - Wiley Online Library;2013;https://onlinelibrary.wiley.com/doi/abs/10.1111/psj.12026;https://onlinelibrary.wiley.com/doi/pdf/10.1111/psj.12026;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;151;No DOI available;;;;;;;;
;WalkNet—a decentralized architecture for the control of walking behaviour based on insect studies;H Cruse, B Bläsing, J Dean, V Dürr… - Walking: Biological and …, 2004 - Springer;2004;https://link.springer.com/chapter/10.1007/978-3-7091-2772-8_4;https://www.researchgate.net/profile/Holk_Cruse/publication/270218404_WalkNet_-_a_Decentralized_Architecture_for_the_Control_of_Walking_Behaviour_Based_on_Insect_Studies/links/54a3dd860cf256bf8bb19a43/WalkNet-a-Decentralized-Architecture-for-the-Control-of-Walking-Behaviour-Based-on-Insect-Studies.pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;23;No DOI available;;;;;;;;
;Safety culture: philosopher's stone or man of straw?;S Cox, R Flin - Work & stress, 1998 - Taylor & Francis;1998;https://www.tandfonline.com/doi/abs/10.1080/02678379808256861;https://www.tandfonline.com/doi/pdf/10.1080/02678379808256861;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;727;No DOI available;;;;;;;;
;Agent-based computing: Promise and perils;NR Jennings - 1999 - eprints.soton.ac.uk;1999;https://eprints.soton.ac.uk/252172/;https://eprints.soton.ac.uk/252172/1/ijcai99.pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;245;No DOI available;;;;;;;;
;Behavior-based fuzzy control for mobile robot navigation;H Mo, Q Tang, L Meng - Mathematical problems in engineering, 2013 - hindawi.com;2013;https://www.hindawi.com/journals/mpe/2013/561451/abs/;http://downloads.hindawi.com/journals/mpe/2013/561451.pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;35;No DOI available;;;;;;;;
;Beyond EA frameworks: Towards an understanding of the adoption of enterprise architecture management;K Haki, C Legner, F Ahlemann - 2012 - alexandria.unisg.ch;2012;https://www.alexandria.unisg.ch/id/eprint/249023;https://www.alexandria.unisg.ch/249023/1/BEYOND%20EA%20FRAMEWORKS_%20TOWARDS%20AN%20UNDERSTANDING%20OF%20THE%20ADOPTION%20OF.pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;36;No DOI available;;;;;;;;
;Trust and authorization in the grid: a recommendation model;H Tran, P Watters, M Hitchens… - ICPS'05. Proceedings …, 2005 - ieeexplore.ieee.org;2005;https://ieeexplore.ieee.org/abstract/document/1506561/;No PDF available;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;17;No DOI available;;;;;;;;
;The design of capital budgeting processes and the corporate context;RH Pike - Managerial and Decision Economics, 1986 - Wiley Online Library;1986;https://onlinelibrary.wiley.com/doi/abs/10.1002/mde.4090070307;https://www.jstor.org/stable/pdf/2487567.pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;34;No DOI available;;;;;;;;
;Multi-robot cooperation in the MARTHA project;R Alami, S Fleury, M Herrb, F Ingrand… - IEEE Robotics & …, 1998 - ieeexplore.ieee.org;1998;https://ieeexplore.ieee.org/abstract/document/667325/;https://ieeexplore.ieee.org/iel4/100/14631/00667325.pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;339;No DOI available;;;;;;;;
;Cultural barriers in the transferability of Japanese and American human resources practices to developing countries: the Turkish case;SA Wasti - International Journal of Human Resource Management, 1998 - Taylor & Francis;1998;https://www.tandfonline.com/doi/abs/10.1080/095851998340928;https://www.tandfonline.com/doi/pdf/10.1080/095851998340928;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;165;No DOI available;;;;;;;;
;SIMMUNE  a tool for simulating and analyzing immune system behavior;M Meier-Schellersheim, G Mack - arXiv preprint cs/9903017, 1999 - arxiv.org;9903;https://arxiv.org/abs/cs/9903017;https://arxiv.org/pdf/cs/9903017;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;49;No DOI available;;;;;;;;
;Pitfalls of agent-oriented development;MJ Wooldridge, NR Jennings - 1998 - eprints.soton.ac.uk;1998;https://eprints.soton.ac.uk/252162/;https://eprints.soton.ac.uk/252162/1/aa98.pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;470;No DOI available;;;;;;;;
;An approach to deriving reactive agent designs from extensions to the Descartes specification language;MA Medina, JE Urban - … Decentralized Systems (ISADS'07), 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4144691/;https://ieeexplore.ieee.org/iel5/4144637/4144638/04144691.pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;7;No DOI available;;;;;;;;
;Experimental economics from the vantage‐point of behavioural economics;G Loewenstein - The Economic Journal, 1999 - Wiley Online Library;1999;https://onlinelibrary.wiley.com/doi/abs/10.1111/1468-0297.00400;https://onlinelibrary.wiley.com/doi/pdf/10.1111/1468-0297.00400;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;558;No DOI available;;;;;;;;
;What the design theory of social-cyber-physical systems must describe  explain and predict?;I Horváth - An Anthology of Theories and Models of Design, 2014 - Springer;2014;https://link.springer.com/chapter/10.1007/978-1-4471-6338-1_5;http://www.academia.edu/download/39194732/5509c2ed0cf20f127f90a0d1.pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;14;No DOI available;;;;;;;;
;Understanding information culture: Integrating knowledge management systems into organizations;DE Leidner - 1998 - flora.insead.edu;1998;https://flora.insead.edu/fichiersti_wp/inseadwp1998/98-58.pdf;https://flora.insead.edu/fichiersti_wp/inseadwp1998/98-58.pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;50;No DOI available;;;;;;;;
;A decentralized trustworthiness estimation model for open  multiagent systems (DTMAS);AM Aref, TT Tran - Journal of Trust Management, 2015 - journaloftrustmanagement …;2015;https://journaloftrustmanagement.springeropen.com/articles/10.1186/s40493-015-0014-4;https://journaloftrustmanagement.springeropen.com/articles/10.1186/s40493-015-0014-4;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;12;No DOI available;;;;;;;;
;Power distribution as a catalyst and consequence of decentralized technology diffusion;B Butler, DE Gibbons - Information Systems Innovations and …, 1998 - books.google.com;1998;https://books.google.de/books?hl=de&lr=&id=B2K9W5sqvKEC&oi=fnd&pg=PA3&dq=context-dependent+AND+decentralized+composition+AND+behaviour&ots=2ez6UOKEFI&sig=uUIVQxF2_ucEpA4AmQaLFT0DYNY;No PDF available;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;15;No DOI available;;;;;;;;
;A flexible approach to exception handling in open multi-agent systems;N Shah, KM Chao, R Anane, N Godwin - Proceedings of the 2nd …, 2003 - academia.edu;2003;http://www.academia.edu/download/42735878/A_Flexible_Approach_to_Exception_Handlin20160216-24803-140vcoa.pdf;http://www.academia.edu/download/42735878/A_Flexible_Approach_to_Exception_Handlin20160216-24803-140vcoa.pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;10;No DOI available;;;;;;;;
;Plasticity of daily behavioral rhythms in foragers and nurses of the ant Camponotus rufipes: influence of social context and feeding times;S Mildner, F Roces - PloS one, 2017 - journals.plos.org;2017;https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0169244;https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0169244;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;7;No DOI available;;;;;;;;
;Scaling the dynamic approach to path planning and control: Competition among behavioral constraints;EW Large, HI Christensen… - The International Journal …, 1999 - journals.sagepub.com;1999;https://journals.sagepub.com/doi/abs/10.1177/027836499901800103;https://journals.sagepub.com/doi/pdf/10.1177/027836499901800103;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;87;No DOI available;;;;;;;;
;Professionalism: Evolution of the concept;WNKA van Mook, WS de Grave, V Wass… - European Journal of …, 2009 - Elsevier;2009;https://www.sciencedirect.com/science/article/pii/S0953620508002999;No PDF available;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;99;No DOI available;;;;;;;;
;Irrational decision-making in an amoeboid organism: transitivity and context-dependent preferences;T Latty, M Beekman - … of the Royal Society B: Biological …, 2010 - royalsocietypublishing.org;2010;https://royalsocietypublishing.org/doi/abs/10.1098/rspb.2010.1045;https://royalsocietypublishing.org/doi/pdf/10.1098/rspb.2010.1045;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;107;No DOI available;;;;;;;;
;Qa websites: rich research resources for contextualizing information retrieval behaviors;J Lee, X Hu, J Downie - Proceedings of the 28th international SIGIR …, 2005 - academia.edu;2005;http://www.academia.edu/download/30703091/10.1.1.91.8687.pdf#page=33;http://www.academia.edu/download/30703091/10.1.1.91.8687.pdf#page=33;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;6;No DOI available;;;;;;;;
;CAMPOUT: a control architecture for multirobot planetary outposts;P Pirjanian, TL Huntsberger… - … and Decentralized …, 2000 - spiedigitallibrary.org;2000;https://www.spiedigitallibrary.org/conference-proceedings-of-spie/4196/0000/CAMPOUT-a-control-architecture-for-multirobot-planetary-outposts/10.1117/12.403721.short;https://www.spiedigitallibrary.org/proceedings/Download?fullDOI=10.1117/12.403721;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;80;No DOI available;;;;;;;;
;Collective cognition in animal groups;ID Couzin - Trends in cognitive sciences, 2009 - Elsevier;2009;https://www.sciencedirect.com/science/article/pii/S1364661308002520;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.664.3490&rep=rep1&type=pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;618;No DOI available;;;;;;;;
;Finding the best partner: The PART-NET system;R Conte, R Pedone - International Workshop on Multi-Agent Systems and …, 1998 - Springer;1998;https://link.springer.com/chapter/10.1007/10692956_11;No PDF available;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;17;No DOI available;;;;;;;;
;Tropism-based cognition for the interpretation of context-dependent gestures;RM Voyles, A Agah, PK Khosla… - … Conference on Robotics …, 1997 - ieeexplore.ieee.org;1997;https://ieeexplore.ieee.org/abstract/document/606874/;https://ieeexplore.ieee.org/iel3/4815/13316/00606874.pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;11;No DOI available;;;;;;;;
;Dependence relations among autonomous agents;C Castelfranchi, M Miceli, A Cesta - decentralized AI, 1992 - academia.edu;1992;http://www.academia.edu/download/32832475/MAAMAW-91-Book-Final.pdf;http://www.academia.edu/download/32832475/MAAMAW-91-Book-Final.pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;261;No DOI available;;;;;;;;
;Experiments in evidence composition in a speech understanding system;L Saitta - International Journal of Man-Machine Studies, 1983 - Elsevier;1983;https://www.sciencedirect.com/science/article/pii/S002073738380039X;http://scholar.google.de/scholar?output=instlink&nossl=1&q=info:baBZsyCQyb0J:scholar.google.com/&hl=de&as_sdt=0,5&scillfp=706320686927889425&oi=lle;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;6;No DOI available;;;;;;;;
;When and how does LMX differentiation influence followers' work outcomes? The interactive roles of one's own LMX status and organizational context;OP Kauppila - Personnel Psychology, 2016 - Wiley Online Library;2016;https://onlinelibrary.wiley.com/doi/abs/10.1111/peps.12110;https://onlinelibrary.wiley.com/doi/pdf/10.1111/peps.12110;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;29;No DOI available;;;;;;;;
;Evaluating complexity: theory  evidence and practical guidance;I Sanderson - Symposium on'Theory-Based Evaluation, 2002 - pdfs.semanticscholar.org;2002;https://pdfs.semanticscholar.org/0ad3/b6c41c3c99122ae462f4fdc2ccb01020ecd2.pdf;https://pdfs.semanticscholar.org/0ad3/b6c41c3c99122ae462f4fdc2ccb01020ecd2.pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;19;No DOI available;;;;;;;;
;On securing open networks through trust and reputation-architecture  challenges and solutions;Y Wang, Y Hori, K Sakurai - … of The 1st Joint Workshop on …, 2006 - researchgate.net;2006;https://www.researchgate.net/profile/Yufeng_Wang11/publication/249784947_On_securing_open_networks_through_trust_and_reputation_-_architecture_challenges_and_solutions/links/545cb28a0cf27487b44bb7f0/On-securing-open-networks-through-trust-and-reputation-architecture-challenges-and-solutions;https://www.researchgate.net/profile/Yufeng_Wang11/publication/249784947_On_securing_open_networks_through_trust_and_reputation_-_architecture_challenges_and_solutions/links/545cb28a0cf27487b44bb7f0/On-securing-open-networks-through-trust-and-reputation-architecture-challenges-and-solutions;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;17;No DOI available;;;;;;;;
;Outdoor flocking and formation flight with autonomous aerial robots;G Vásárhelyi, C Virágh, G Somorjai… - 2014 IEEE/RSJ …, 2014 - ieeexplore.ieee.org;2014;https://ieeexplore.ieee.org/abstract/document/6943105/;https://arxiv.org/pdf/1402.3588;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;155;No DOI available;;;;;;;;
;Coping with information in social media: The effects of network structure and knowledge on perception of information value;D Sohn - Computers in Human Behavior, 2014 - Elsevier;2014;https://www.sciencedirect.com/science/article/pii/S0747563213004482;http://www.academia.edu/download/32652923/CHB_Sohn_2014.pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;44;No DOI available;;;;;;;;
;Blending multi-behaviors of intelligent reactive navigation for legged walking robot in unstructured environment;AAS Al-Jumaily, SHM Amin - … for the New Millennium (Cat. No …, 2000 - ieeexplore.ieee.org;2000;https://ieeexplore.ieee.org/abstract/document/888751/;No PDF available;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;5;No DOI available;;;;;;;;
;Tailorable information systems: resolving the deadlock of changing user requirements;D Stamoulis, P Kanellis, D Martakos - Journal of Applied System …, 2001 - researchgate.net;2001;https://www.researchgate.net/profile/Dimitrios_Stamoulis/publication/228583682_Tailorable_information_systems_Resolving_the_deadlock_of_changing_user_requirements/links/004635255bc2f36e40000000/Tailorable-information-systems-Resolving-the-deadlock-of-changing-user-requirements.pdf;https://www.researchgate.net/profile/Dimitrios_Stamoulis/publication/228583682_Tailorable_information_systems_Resolving_the_deadlock_of_changing_user_requirements/links/004635255bc2f36e40000000/Tailorable-information-systems-Resolving-the-deadlock-of-changing-user-requirements.pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;17;No DOI available;;;;;;;;
;The degree of decentralization and individual decision making in central government human resource management: A European comparative perspective;RE Meyer, G Hammerschmid - Public Administration, 2010 - Wiley Online Library;2010;https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-9299.2009.01798.x;https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1467-9299.2009.01798.x;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;71;No DOI available;;;;;;;;
;Autonomy and control in the Norwegian civil service: Does agency form matter;P Lægreid, PG Roness… - Autonomy and regulation …, 2006 - books.google.com;2006;https://books.google.de/books?hl=de&lr=&id=0U0KX2pD5LgC&oi=fnd&pg=PA235&dq=context-dependent+AND+decentralized+composition+AND+behaviour&ots=Zv0GF6z83C&sig=a4BJIz-jlzrGx5WBpapKRUgWcPY;https://bora.uib.no/bitstream/handle/1956/1339/N04-05[1].pdf?sequence=1;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;98;No DOI available;;;;;;;;
;Challenges and research directions in agent-oriented software engineering;F Zambonelli, A Omicini - Autonomous agents and multi-agent systems, 2004 - Springer;2004;https://link.springer.com/article/10.1023/B:AGNT.0000038028.66672.1e;https://link.springer.com/content/pdf/10.1023/B:AGNT.0000038028.66672.1e.pdf;context-dependent+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;355;No DOI available;;;;;;;;
;Decentralized fault tolerance mechanism for intelligent iot/m2m middleware;PH Su, CS Shih, JYJ Hsu, KJ Lin… - 2014 IEEE World …, 2014 - ieeexplore.ieee.org;2014;https://ieeexplore.ieee.org/abstract/document/6803115/;https://ieeexplore.ieee.org/iel7/6784568/6803102/06803115.pdf;context-dependent+AND+decentralized+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;27;No DOI available;;;;;;;;
;The self-organization of the Internet and changing modes of thought;I Granic, AV Lamey - New Ideas in psychology, 2000 - Elsevier;2000;https://www.sciencedirect.com/science/article/pii/S0732118X99000392;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.512.4067&rep=rep1&type=pdf;context-dependent+AND+decentralized+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;73;No DOI available;;;;;;;;
